,[CCT LSU SUPERMIC] Number of Jobs Started,[GATECH KEENELAND] Number of Jobs Started,[GATECH KIDS] Number of Jobs Started,[IU BIGRED*] Number of Jobs Started,[LONI QUEENBEE] Number of Jobs Started,[NCAR FROST] Number of Jobs Started,[NCSA ABE] Number of Jobs Started,[NCSA COBALT] Number of Jobs Started,[NCSA DTF] Number of Jobs Started,[NCSA EMBER*] Number of Jobs Started,[NCSA FORGE] Number of Jobs Started,[NCSA LINCOLN] Number of Jobs Started,[NICS ATHENA] Number of Jobs Started,[NICS DARTER] Number of Jobs Started,[NICS KRAKEN] Number of Jobs Started,[NICS NAUTILUS] Number of Jobs Started,[ORNL NSTG] Number of Jobs Started,[OSG] Number of Jobs Started,[PSC BIGBEN] Number of Jobs Started,[PSC BLACKLIGHT] Number of Jobs Started,[PSC BRIDGES LARGE] Number of Jobs Started,[PSC BRIDGES] Number of Jobs Started,[PSC GREENFIELD] Number of Jobs Started,[PSC POPLE] Number of Jobs Started,[PURDUE CONDOR] Number of Jobs Started,[PURDUE STEELE] Number of Jobs Started,[SDSC COMET] Number of Jobs Started,[SDSC DASH] Number of Jobs Started,[SDSC GORDON] Number of Jobs Started,[SDSC TRESTLES] Number of Jobs Started,[Stanford XSTREAM] Number of Jobs Started,[TACC LONESTAR4] Number of Jobs Started,[TACC LONESTAR] Number of Jobs Started,[TACC LONGHORN] Number of Jobs Started,[TACC MAVERICK2] Number of Jobs Started,[TACC RANGER] Number of Jobs Started,[TACC SPUR] Number of Jobs Started,[TACC STAMPEDE] Number of Jobs Started
2013-07-02,,66.0,5.0,,,,,,,,,,,,5872.0,46.0,,,,206.0,,,,,1462.0,2106.0,,,789.0,864.0,,555.0,,18.0,,0.0,,3950.0
2013-07-03,,114.0,37.0,,,,,,,,,,,,5062.0,49.0,,,,596.0,,,,,1683.0,1253.0,,,1318.0,1089.0,,684.0,,27.0,,0.0,,3286.0
2013-07-04,,38.0,24.0,,,,,,,,,,,,4293.0,17.0,,,,75.0,,,,,100.0,3502.0,,,1160.0,585.0,,790.0,,15.0,,0.0,,2748.0
2013-07-05,,93.0,25.0,,,,,,,,,,,,4394.0,41.0,,,,164.0,,,,,296.0,3079.0,,,2036.0,561.0,,544.0,,301.0,,0.0,,4177.0
2013-07-06,,33.0,26.0,,,,,,,,,,,,2148.0,38.0,,,,317.0,,,,,2486.0,2803.0,,,1062.0,337.0,,1149.0,,15.0,,0.0,,4418.0
2013-07-07,,62.0,21.0,,,,,,,,,,,,2397.0,15.0,,,,141.0,,,,,693.0,2867.0,,,457.0,182.0,,1405.0,,9.0,,0.0,,4510.0
2013-07-08,,114.0,27.0,,,,,,,,,,,,3691.0,59.0,,,,100.0,,,,,188.0,2335.0,,,1183.0,508.0,,785.0,,67.0,,0.0,,4898.0
2013-07-09,,85.0,112.0,,,,,,,,,,,,2779.0,23.0,,,,42.0,,,,,579.0,2368.0,,,961.0,710.0,,358.0,,56.0,,0.0,,4014.0
2013-07-10,,128.0,31.0,,,,,,,,,,,,2640.0,23.0,,,,34.0,,,,,1173.0,2988.0,,,567.0,861.0,,406.0,,87.0,,0.0,,3352.0
2013-07-11,,97.0,45.0,,,,,,,,,,,,3698.0,38.0,,,,247.0,,,,,222.0,3109.0,,,469.0,1058.0,,416.0,,18.0,,0.0,,2941.0
2013-07-12,,123.0,61.0,,,,,,,,,,,,4546.0,31.0,,,,90.0,,,,,483.0,3464.0,,,386.0,757.0,,425.0,,3.0,,0.0,,3329.0
2013-07-13,,80.0,25.0,,,,,,,,,,,,3521.0,21.0,,,,81.0,,,,,2568.0,1964.0,,,871.0,221.0,,356.0,,1.0,,0.0,,4313.0
2013-07-14,,55.0,0.0,,,,,,,,,,,,3402.0,25.0,,,,91.0,,,,,3439.0,1746.0,,,544.0,441.0,,556.0,,4.0,,0.0,,3336.0
2013-07-15,,22.0,19.0,,,,,,,,,,,,3803.0,25.0,,,,161.0,,,,,1271.0,1829.0,,,814.0,1334.0,,319.0,,43.0,,0.0,,4741.0
2013-07-16,,92.0,17.0,,,,,,,,,,,,2792.0,57.0,,,,156.0,,,,,250.0,1038.0,,,721.0,1550.0,,317.0,,11.0,,0.0,,5793.0
2013-07-17,,141.0,31.0,,,,,,,,,,,,3227.0,53.0,,,,183.0,,,,,115.0,1359.0,,,613.0,1924.0,,398.0,,53.0,,0.0,,8684.0
2013-07-18,,603.0,15.0,,,,,,,,,,,,3153.0,30.0,,,,36.0,,,,,136.0,2240.0,,,672.0,906.0,,465.0,,37.0,,0.0,,6568.0
2013-07-19,,357.0,1.0,,,,,,,,,,,,2939.0,36.0,,,,76.0,,,,,24.0,4171.0,,,664.0,827.0,,501.0,,8.0,,0.0,,7656.0
2013-07-20,,0.0,15.0,,,,,,,,,,,,1556.0,23.0,,,,11.0,,,,,4371.0,7398.0,,,326.0,716.0,,544.0,,10.0,,0.0,,7521.0
2013-07-21,,182.0,27.0,,,,,,,,,,,,2674.0,22.0,,,,72.0,,,,,7429.0,1583.0,,,578.0,1083.0,,455.0,,2.0,,0.0,,7114.0
2013-07-22,,133.0,13.0,,,,,,,,,,,,2658.0,66.0,,,,164.0,,,,,2740.0,4451.0,,,665.0,1672.0,,546.0,,10.0,,0.0,,8009.0
2013-07-23,,18.0,8.0,,,,,,,,,,,,1485.0,94.0,,,,104.0,,,,,30.0,1611.0,,,314.0,574.0,,414.0,,29.0,,0.0,,1537.0
2013-07-24,,10.0,4.0,,,,,,,,,,,,2119.0,16.0,,,,121.0,,,,,24.0,1315.0,,,936.0,662.0,,540.0,,50.0,,0.0,,3333.0
2013-07-25,,56.0,31.0,,,,,,,,,,,,1247.0,50.0,,,,198.0,,,,,24.0,2878.0,,,921.0,1087.0,,490.0,,24.0,,0.0,,6863.0
2013-07-26,,109.0,48.0,,,,,,,,,,,,1774.0,60.0,,,,310.0,,,,,28.0,2780.0,,,644.0,709.0,,306.0,,24.0,,0.0,,8390.0
2013-07-27,,165.0,25.0,,,,,,,,,,,,2239.0,14.0,,,,105.0,,,,,16.0,4733.0,,,955.0,841.0,,268.0,,22.0,,0.0,,6725.0
2013-07-28,,106.0,22.0,,,,,,,,,,,,2480.0,21.0,,,,113.0,,,,,20.0,4572.0,,,980.0,285.0,,478.0,,12.0,,0.0,,6134.0
2013-07-29,,101.0,7.0,,,,,,,,,,,,2657.0,25.0,,,,165.0,,,,,24.0,5410.0,,,1333.0,849.0,,506.0,,34.0,,0.0,,15025.0
2013-07-30,,22.0,0.0,,,,,,,,,,,,2601.0,6.0,,,,192.0,,,,,29.0,3379.0,,,1525.0,3759.0,,370.0,,22.0,,0.0,,7845.0
2013-07-31,,30.0,0.0,,,,,,,,,,,,2854.0,19.0,,,,211.0,,,,,77.0,5117.0,,,1635.0,1065.0,,331.0,,21.0,,0.0,,27992.0
2013-08-01,,163.0,0.0,,,,,,,,,,,,1544.0,60.0,,,,166.0,,,,,84.0,1986.0,,,1944.0,1392.0,,229.0,,11.0,,,,17605.0
2013-08-02,,190.0,0.0,,,,,,,,,,,,1938.0,15.0,,,,454.0,,,,,80.0,1022.0,,,1911.0,575.0,,421.0,,12.0,,,,14702.0
2013-08-03,,158.0,0.0,,,,,,,,,,,,1587.0,8.0,,,,232.0,,,,,40.0,0.0,,,1930.0,356.0,,333.0,,11.0,,,,15791.0
2013-08-04,,153.0,0.0,,,,,,,,,,,,1325.0,11.0,,,,120.0,,,,,40.0,4.0,,,974.0,374.0,,219.0,,3.0,,,,13623.0
2013-08-05,,674.0,0.0,,,,,,,,,,,,1953.0,20.0,,,,290.0,,,,,253.0,89.0,,,1310.0,725.0,,342.0,,0.0,,,,7787.0
2013-08-06,,278.0,0.0,,,,,,,,,,,,2212.0,11.0,,,,222.0,,,,,127.0,1.0,,,2256.0,1290.0,,473.0,,31.0,,,,1201.0
2013-08-07,,186.0,0.0,,,,,,,,,,,,2542.0,15.0,,,,141.0,,,,,185.0,1.0,,,1886.0,2666.0,,539.0,,130.0,,,,4875.0
2013-08-08,,68.0,0.0,,,,,,,,,,,,294.0,27.0,,,,396.0,,,,,196.0,12.0,,,1375.0,1148.0,,485.0,,351.0,,,,3064.0
2013-08-09,,67.0,0.0,,,,,,,,,,,,1849.0,22.0,,,,444.0,,,,,907.0,7.0,,,1929.0,981.0,,525.0,,82.0,,,,3919.0
2013-08-10,,59.0,0.0,,,,,,,,,,,,2749.0,13.0,,,,380.0,,,,,445.0,0.0,,,1997.0,193.0,,317.0,,163.0,,,,2747.0
2013-08-11,,48.0,0.0,,,,,,,,,,,,3141.0,0.0,,,,342.0,,,,,155.0,0.0,,,1503.0,233.0,,275.0,,237.0,,,,3637.0
2013-08-12,,444.0,1.0,,,,,,,,,,,,2266.0,37.0,,,,150.0,,,,,75.0,0.0,,,2094.0,1204.0,,421.0,,462.0,,,,4536.0
2013-08-13,,277.0,515.0,,,,,,,,,,,,1877.0,20.0,,,,219.0,,,,,60.0,0.0,,,877.0,1579.0,,107.0,,34.0,,,,982.0
2013-08-14,,185.0,146.0,,,,,,,,,,,,1600.0,19.0,,,,129.0,,,,,362.0,0.0,,,477.0,981.0,,394.0,,254.0,,,,12553.0
2013-08-15,,61.0,12.0,,,,,,,,,,,,2407.0,13.0,,,,190.0,,,,,9.0,0.0,,,879.0,1291.0,,533.0,,131.0,,,,14352.0
2013-08-16,,134.0,16.0,,,,,,,,,,,,2925.0,17.0,,,,198.0,,,,,13.0,0.0,,,1458.0,1630.0,,665.0,,126.0,,,,11483.0
2013-08-17,,223.0,8.0,,,,,,,,,,,,2344.0,3.0,,,,2.0,,,,,0.0,0.0,,,1157.0,2220.0,,417.0,,128.0,,,,18042.0
2013-08-18,,346.0,0.0,,,,,,,,,,,,2939.0,8.0,,,,143.0,,,,,38.0,0.0,,,1928.0,1016.0,,559.0,,308.0,,,,22732.0
2013-08-19,,276.0,14.0,,,,,,,,,,,,4015.0,33.0,,,,726.0,,,,,319.0,49.0,,,51.0,1481.0,,749.0,,267.0,,,,18546.0
2013-08-20,,157.0,26.0,,,,,,,,,,,,5292.0,27.0,,,,440.0,,,,,72.0,0.0,,,1.0,1263.0,,571.0,,14.0,,,,19574.0
2013-08-21,,200.0,34.0,,,,,,,,,,,,7760.0,28.0,,,,558.0,,,,,332.0,0.0,,,170.0,1080.0,,878.0,,249.0,,,,13170.0
2013-08-22,,239.0,19.0,,,,,,,,,,,,2073.0,29.0,,,,519.0,,,,,240.0,0.0,,,1185.0,1615.0,,897.0,,16.0,,,,2620.0
2013-08-23,,161.0,18.0,,,,,,,,,,,,4564.0,45.0,,,,225.0,,,,,518.0,0.0,,,1820.0,810.0,,521.0,,178.0,,,,8236.0
2013-08-24,,57.0,1.0,,,,,,,,,,,,2797.0,14.0,,,,489.0,,,,,101.0,0.0,,,1291.0,440.0,,432.0,,273.0,,,,9253.0
2013-08-25,,86.0,0.0,,,,,,,,,,,,2168.0,32.0,,,,309.0,,,,,120.0,0.0,,,1401.0,528.0,,480.0,,308.0,,,,9433.0
2013-08-26,,242.0,9.0,,,,,,,,,,,,2622.0,24.0,,,,0.0,,,,,256.0,0.0,,,901.0,916.0,,603.0,,27.0,,,,9021.0
2013-08-27,,284.0,5.0,,,,,,,,,,,,3592.0,25.0,,,,154.0,,,,,50.0,0.0,,,1215.0,794.0,,470.0,,211.0,,,,5496.0
2013-08-28,,375.0,8.0,,,,,,,,,,,,3120.0,57.0,,,,133.0,,,,,73.0,0.0,,,3226.0,725.0,,410.0,,125.0,,,,4592.0
2013-08-29,,359.0,1.0,,,,,,,,,,,,2281.0,91.0,,,,231.0,,,,,0.0,0.0,,,2548.0,674.0,,461.0,,35.0,,,,3206.0
2013-08-30,,330.0,0.0,,,,,,,,,,,,3489.0,134.0,,,,126.0,,,,,48.0,0.0,,,1989.0,924.0,,476.0,,181.0,,,,3173.0
2013-08-31,,105.0,0.0,,,,,,,,,,,,974.0,142.0,,,,0.0,,,,,0.0,0.0,,,968.0,378.0,,698.0,,18.0,,,,2785.0
2013-09-01,,193.0,0.0,,,,,,,,,,,,1196.0,235.0,,,,0.0,,,,,9.0,0.0,,,1413.0,383.0,,381.0,,114.0,,,,3259.0
2013-09-02,,27.0,0.0,,,,,,,,,,,,2621.0,116.0,,,,115.0,,,,,33.0,0.0,,,1869.0,454.0,,450.0,,3.0,,,,3822.0
2013-09-03,,118.0,6.0,,,,,,,,,,,,2795.0,70.0,,,,127.0,,,,,24.0,0.0,,,1537.0,2273.0,,692.0,,26.0,,,,5249.0
2013-09-04,,119.0,21.0,,,,,,,,,,,,1719.0,12.0,,,,171.0,,,,,1.0,0.0,,,887.0,753.0,,962.0,,22.0,,,,4345.0
2013-09-05,,421.0,0.0,,,,,,,,,,,,2208.0,135.0,,,,197.0,,,,,11.0,0.0,,,469.0,236.0,,5367.0,,2.0,,,,3767.0
2013-09-06,,127.0,0.0,,,,,,,,,,,,2498.0,105.0,,,,405.0,,,,,47.0,0.0,,,1076.0,1361.0,,2593.0,,13.0,,,,3163.0
2013-09-07,,99.0,0.0,,,,,,,,,,,,2582.0,151.0,,,,143.0,,,,,14.0,0.0,,,1062.0,490.0,,1264.0,,11.0,,,,2153.0
2013-09-08,,98.0,0.0,,,,,,,,,,,,2440.0,14.0,,,,160.0,,,,,0.0,0.0,,,963.0,688.0,,1274.0,,0.0,,,,3811.0
2013-09-09,,73.0,0.0,,,,,,,,,,,,2766.0,22.0,,,,146.0,,,,,32.0,0.0,,,1943.0,636.0,,2335.0,,13.0,,,,4114.0
2013-09-10,,109.0,23.0,,,,,,,,,,,,2295.0,6.0,,,,121.0,,,,,4.0,0.0,,,1250.0,1009.0,,1709.0,,20.0,,,,1233.0
2013-09-11,,174.0,14.0,,,,,,,,,,,,1926.0,16.0,,,,136.0,,,,,1.0,0.0,,,1430.0,1218.0,,1746.0,,66.0,,,,1651.0
2013-09-12,,238.0,6.0,,,,,,,,,,,,2629.0,62.0,,,,105.0,,,,,111.0,0.0,,,1006.0,1277.0,,2432.0,,172.0,,,,3329.0
2013-09-13,,179.0,10.0,,,,,,,,,,,,2631.0,42.0,,,,140.0,,,,,12.0,0.0,,,1183.0,1167.0,,2422.0,,142.0,,,,3345.0
2013-09-14,,133.0,0.0,,,,,,,,,,,,3580.0,29.0,,,,129.0,,,,,4.0,0.0,,,971.0,1125.0,,967.0,,414.0,,,,3395.0
2013-09-15,,22.0,0.0,,,,,,,,,,,,3178.0,11.0,,,,60.0,,,,,1.0,0.0,,,809.0,2504.0,,7218.0,,271.0,,,,3629.0
2013-09-16,,172.0,12.0,,,,,,,,,,,,6561.0,7.0,,,,94.0,,,,,7.0,0.0,,,1064.0,1065.0,,620.0,,63.0,,,,5622.0
2013-09-17,,282.0,6.0,,,,,,,,,,,,2900.0,19.0,,,,109.0,,,,,5.0,0.0,,,978.0,1347.0,,410.0,,14.0,,,,3908.0
2013-09-18,,148.0,18.0,,,,,,,,,,,,1957.0,19.0,,,,121.0,,,,,0.0,0.0,,,822.0,1937.0,,419.0,,35.0,,,,4551.0
2013-09-19,,147.0,14.0,,,,,,,,,,,,2065.0,1.0,,,,180.0,,,,,0.0,0.0,,,817.0,996.0,,545.0,,4.0,,,,5007.0
2013-09-20,,221.0,2.0,,,,,,,,,,,,1965.0,20.0,,,,136.0,,,,,89.0,0.0,,,510.0,1017.0,,636.0,,33.0,,,,3945.0
2013-09-21,,181.0,9.0,,,,,,,,,,,,2550.0,3.0,,,,130.0,,,,,12.0,0.0,,,369.0,1492.0,,911.0,,5.0,,,,4707.0
2013-09-22,,102.0,5.0,,,,,,,,,,,,1918.0,3.0,,,,92.0,,,,,2.0,0.0,,,709.0,2515.0,,621.0,,23.0,,,,3213.0
2013-09-23,,237.0,11.0,,,,,,,,,,,,3000.0,8.0,,,,165.0,,,,,10.0,0.0,,,904.0,2104.0,,662.0,,18.0,,,,5037.0
2013-09-24,,61.0,3.0,,,,,,,,,,,,919.0,6.0,,,,110.0,,,,,0.0,0.0,,,485.0,880.0,,401.0,,22.0,,,,4614.0
2013-09-25,,220.0,4.0,,,,,,,,,,,,716.0,27.0,,,,107.0,,,,,0.0,0.0,,,861.0,968.0,,635.0,,29.0,,,,3708.0
2013-09-26,,174.0,2.0,,,,,,,,,,,,1194.0,20.0,,,,67.0,,,,,18.0,0.0,,,1031.0,1080.0,,469.0,,35.0,,,,4952.0
2013-09-27,,86.0,0.0,,,,,,,,,,,,1715.0,12.0,,,,125.0,,,,,29.0,0.0,,,903.0,1006.0,,495.0,,27.0,,,,3780.0
2013-09-28,,132.0,0.0,,,,,,,,,,,,1857.0,11.0,,,,135.0,,,,,7.0,0.0,,,1028.0,832.0,,381.0,,30.0,,,,3672.0
2013-09-29,,112.0,0.0,,,,,,,,,,,,1987.0,16.0,,,,84.0,,,,,0.0,0.0,,,1327.0,544.0,,411.0,,16.0,,,,3447.0
2013-09-30,,53.0,111.0,,,,,,,,,,,,2048.0,27.0,,,,188.0,,,,,68.0,0.0,,,1180.0,663.0,,464.0,,56.0,,,,3210.0
2013-10-01,,18.0,6.0,,,,,,,,,,,,3000.0,6.0,,,,150.0,,,,,0.0,0.0,,,2056.0,706.0,,599.0,,117.0,,,,3725.0
2013-10-02,,51.0,8.0,,,,,,,,,,,,4123.0,4.0,,,,367.0,,,,,0.0,0.0,,,1156.0,1018.0,,1209.0,,93.0,,,,3229.0
2013-10-03,,130.0,76.0,,,,,,,,,,,,4158.0,4.0,,,,196.0,,,,,2.0,0.0,,,827.0,1283.0,,1734.0,,24.0,,,,4100.0
2013-10-04,,364.0,92.0,,,,,,,,,,,,4453.0,7.0,,,,177.0,,,,,2.0,0.0,,,613.0,1351.0,,1288.0,,42.0,,,,3190.0
2013-10-05,,127.0,54.0,,,,,,,,,,,,6147.0,2.0,,,,89.0,,,,,2.0,0.0,,,709.0,564.0,,396.0,,9.0,,,,2421.0
2013-10-06,,131.0,107.0,,,,,,,,,,,,6383.0,1.0,,,,99.0,,,,,10.0,0.0,,,877.0,369.0,,359.0,,21.0,,,,2612.0
2013-10-07,,335.0,120.0,,,,,,,,,,,,4830.0,13.0,,,,203.0,,,,,0.0,0.0,,,1080.0,1003.0,,2212.0,,16.0,,,,3545.0
2013-10-08,,158.0,85.0,,,,,,,,,,,,3448.0,1.0,,,,282.0,,,,,0.0,0.0,,,793.0,1162.0,,994.0,,7.0,,,,2643.0
2013-10-09,,157.0,125.0,,,,,,,,,,,,2740.0,0.0,,,,345.0,,,,,0.0,0.0,,,1038.0,769.0,,2665.0,,24.0,,,,3882.0
2013-10-10,,340.0,166.0,,,,,,,,,,,,2436.0,0.0,,,,213.0,,,,,0.0,0.0,,,1543.0,1114.0,,538.0,,2.0,,,,4092.0
2013-10-11,,538.0,93.0,,,,,,,,,,,,2759.0,0.0,,,,156.0,,,,,0.0,0.0,,,1101.0,824.0,,616.0,,5.0,,,,4236.0
2013-10-12,,32.0,0.0,,,,,,,,,,,,23.0,0.0,,,,78.0,,,,,0.0,0.0,,,1545.0,227.0,,542.0,,19.0,,,,4218.0
2013-10-13,,108.0,3.0,,,,,,,,,,,,1121.0,0.0,,,,49.0,,,,,0.0,0.0,,,754.0,392.0,,377.0,,3.0,,,,4577.0
2013-10-14,,164.0,30.0,,,,,,,,,,,,2953.0,0.0,,,,147.0,,,,,0.0,0.0,,,1114.0,1088.0,,507.0,,91.0,,,,4592.0
2013-10-15,,241.0,24.0,,,,,,,,,,,,3453.0,0.0,,,,276.0,,,,,0.0,0.0,,,1025.0,1002.0,,317.0,,12.0,,,,2472.0
2013-10-16,,100.0,26.0,,,,,,,,,,,,3182.0,0.0,,,,413.0,,,,,4.0,0.0,,,840.0,903.0,,597.0,,54.0,,,,5208.0
2013-10-17,,86.0,41.0,,,,,,,,,,,,3886.0,0.0,,,,192.0,,,,,2.0,0.0,,,795.0,806.0,,834.0,,60.0,,,,3600.0
2013-10-18,,49.0,69.0,,,,,,,,,,,,4782.0,0.0,,,,260.0,,,,,0.0,0.0,,,1018.0,654.0,,668.0,,27.0,,,,2889.0
2013-10-19,,60.0,26.0,,,,,,,,,,,,3081.0,0.0,,,,206.0,,,,,0.0,0.0,,,850.0,366.0,,591.0,,22.0,,,,3364.0
2013-10-20,,128.0,14.0,,,,,,,,,,,,3068.0,0.0,,,,93.0,,,,,0.0,0.0,,,654.0,225.0,,419.0,,126.0,,,,2146.0
2013-10-21,,91.0,5.0,,,,,,,,,,,,2391.0,0.0,,,,72.0,,,,,0.0,0.0,,,1080.0,910.0,,524.0,,102.0,,,,3757.0
2013-10-22,,57.0,19.0,,,,,,,,,,,,2032.0,4.0,,,,74.0,,,,,0.0,0.0,,,1731.0,1106.0,,1038.0,,22.0,,,,3461.0
2013-10-23,,267.0,23.0,,,,,,,,,,,,3504.0,0.0,,,,143.0,,,,,1.0,0.0,,,662.0,695.0,,869.0,,12.0,,,,4300.0
2013-10-24,,168.0,1.0,,,,,,,,,,,,3846.0,0.0,,,,149.0,,,,,0.0,0.0,,,770.0,653.0,,1097.0,,15.0,,,,3337.0
2013-10-25,,136.0,0.0,,,,,,,,,,,,1767.0,0.0,,,,537.0,,,,,0.0,0.0,,,2362.0,825.0,,1077.0,,63.0,,,,3590.0
2013-10-26,,61.0,3.0,,,,,,,,,,,,1096.0,0.0,,,,101.0,,,,,0.0,0.0,,,1460.0,369.0,,736.0,,234.0,,,,1984.0
2013-10-27,,59.0,17.0,,,,,,,,,,,,2101.0,0.0,,,,105.0,,,,,0.0,0.0,,,349.0,413.0,,2090.0,,184.0,,,,1835.0
2013-10-28,,147.0,29.0,,,,,,,,,,,,1972.0,0.0,,,,409.0,,,,,0.0,0.0,,,565.0,1133.0,,2506.0,,118.0,,,,4672.0
2013-10-29,,128.0,9.0,,,,,,,,,,,,1182.0,0.0,,,,418.0,,,,,0.0,0.0,,,552.0,700.0,,943.0,,295.0,,,,844.0
2013-10-30,,230.0,7.0,,,,,,,,,,,,1198.0,0.0,,,,422.0,,,,,0.0,0.0,,,444.0,1083.0,,954.0,,578.0,,,,4829.0
2013-10-31,,167.0,3.0,,,,,,,,,,,,2918.0,0.0,,,,119.0,,,,,0.0,0.0,,,624.0,851.0,,1617.0,,125.0,,,,4637.0
2013-11-01,,39.0,0.0,,,,,,,,,,,,3016.0,0.0,,,,147.0,,,,,0.0,0.0,,,723.0,684.0,,1699.0,,527.0,,,,3729.0
2013-11-02,,141.0,1.0,,,,,,,,,,,,3168.0,0.0,,,,93.0,,,,,0.0,0.0,,,1429.0,680.0,,1137.0,,420.0,,,,2284.0
2013-11-03,,75.0,0.0,,,,,,,,,,,,2788.0,0.0,,,,448.0,,,,,0.0,0.0,,,682.0,1596.0,,1353.0,,3.0,,,,2598.0
2013-11-04,,410.0,0.0,,,,,,,,,,,,2010.0,0.0,,,,66.0,,,,,0.0,0.0,,,2218.0,1926.0,,1310.0,,8.0,,,,3571.0
2013-11-05,,65.0,1.0,,,,,,,,,,,,856.0,0.0,,,,201.0,,,,,0.0,0.0,,,898.0,781.0,,1161.0,,49.0,,,,3856.0
2013-11-06,,257.0,2.0,,,,,,,,,,,,2461.0,0.0,,,,294.0,,,,,0.0,0.0,,,571.0,682.0,,1257.0,,34.0,,,,3056.0
2013-11-07,,134.0,2.0,,,,,,,,,,,,3315.0,0.0,,,,231.0,,,,,0.0,0.0,,,770.0,1064.0,,1935.0,,55.0,,,,3019.0
2013-11-08,,406.0,2.0,,,,,,,,,,,,3097.0,0.0,,,,220.0,,,,,0.0,0.0,,,426.0,931.0,,1281.0,,7.0,,,,3828.0
2013-11-09,,121.0,1.0,,,,,,,,,,,,3665.0,0.0,,,,11.0,,,,,0.0,0.0,,,475.0,321.0,,3760.0,,150.0,,,,3010.0
2013-11-10,,58.0,2.0,,,,,,,,,,,,3767.0,5.0,,,,140.0,,,,,0.0,0.0,,,560.0,652.0,,7089.0,,247.0,,,,2283.0
2013-11-11,,632.0,1.0,,,,,,,,,,,,3072.0,2.0,,,,321.0,,,,,0.0,0.0,,,1565.0,977.0,,2512.0,,93.0,,,,4295.0
2013-11-12,,111.0,3.0,,,,,,,,,,,,2417.0,0.0,,,,240.0,,,,,7.0,0.0,,,1470.0,559.0,,730.0,,35.0,,,,3191.0
2013-11-13,,109.0,147.0,,,,,,,,,,,,3587.0,0.0,,,,273.0,,,,,0.0,0.0,,,688.0,1036.0,,2402.0,,266.0,,,,3264.0
2013-11-14,,188.0,103.0,,,,,,,,,,,,3351.0,0.0,,,,249.0,,,,,0.0,0.0,,,838.0,2131.0,,772.0,,244.0,,,,4756.0
2013-11-15,,146.0,190.0,,,,,,,,,,,,3315.0,1.0,,,,222.0,,,,,0.0,0.0,,,664.0,751.0,,4551.0,,269.0,,,,6179.0
2013-11-16,,169.0,2.0,,,,,,,,,,,,3765.0,0.0,,,,123.0,,,,,0.0,0.0,,,746.0,1035.0,,2773.0,,101.0,,,,3130.0
2013-11-17,,191.0,5.0,,,,,,,,,,,,2979.0,0.0,,,,49.0,,,,,0.0,0.0,,,573.0,703.0,,1754.0,,34.0,,,,3859.0
2013-11-18,,254.0,246.0,,,,,,,,,,,,3460.0,0.0,,,,188.0,,,,,0.0,0.0,,,743.0,725.0,,1036.0,,22.0,,,,3577.0
2013-11-19,,32.0,141.0,,,,,,,,,,,,3634.0,6.0,,,,117.0,,,,,0.0,0.0,,,1753.0,640.0,,854.0,,19.0,,,,3455.0
2013-11-20,,156.0,6.0,,,,,,,,,,,,3116.0,13.0,,,,143.0,,,,,0.0,0.0,,,1596.0,2567.0,,545.0,,149.0,,,,3780.0
2013-11-21,,249.0,2.0,,,,,,,,,,,,1888.0,0.0,,,,124.0,,,,,1.0,0.0,,,1876.0,1790.0,,782.0,,396.0,,,,21086.0
2013-11-22,,120.0,3.0,,,,,,,,,,,,3948.0,0.0,,,,195.0,,,,,0.0,0.0,,,986.0,505.0,,541.0,,178.0,,,,3682.0
2013-11-23,,71.0,1.0,,,,,,,,,,,,2182.0,0.0,,,,86.0,,,,,0.0,0.0,,,677.0,262.0,,2306.0,,151.0,,,,3275.0
2013-11-24,,39.0,17.0,,,,,,,,,,,,3957.0,0.0,,,,65.0,,,,,0.0,0.0,,,482.0,485.0,,3146.0,,114.0,,,,6472.0
2013-11-25,,330.0,0.0,,,,,,,,,,,,3519.0,3.0,,,,137.0,,,,,0.0,0.0,,,947.0,618.0,,2102.0,,28.0,,,,4329.0
2013-11-26,,178.0,2.0,,,,,,,,,,,,2823.0,3.0,,,,152.0,,,,,0.0,0.0,,,934.0,959.0,,1922.0,,23.0,,,,3815.0
2013-11-27,,285.0,147.0,,,,,,,,,,,,2868.0,0.0,,,,63.0,,,,,0.0,0.0,,,810.0,1240.0,,588.0,,76.0,,,,2705.0
2013-11-28,,0.0,0.0,,,,,,,,,,,,2469.0,0.0,,,,39.0,,,,,0.0,0.0,,,693.0,279.0,,578.0,,277.0,,,,2134.0
2013-11-29,,0.0,1.0,,,,,,,,,,,,2455.0,0.0,,,,1.0,,,,,0.0,0.0,,,829.0,317.0,,509.0,,255.0,,,,2615.0
2013-11-30,,0.0,1.0,,,,,,,,,,,,3442.0,0.0,,,,0.0,,,,,0.0,0.0,,,902.0,72.0,,733.0,,273.0,,,,2008.0
2013-12-01,,254.0,45.0,,,,,,,,,,,,2289.0,0.0,,,,219.0,,,,,0.0,0.0,,,830.0,385.0,,824.0,,74.0,,,,3006.0
2013-12-02,,25.0,504.0,,,,,,,,,,,,2419.0,3.0,,,,127.0,,,,,0.0,0.0,,,1604.0,474.0,,953.0,,21.0,,,,3966.0
2013-12-03,,48.0,1011.0,,,,,,,,,,,,3709.0,6.0,,,,192.0,,,,,0.0,0.0,,,1397.0,533.0,,1038.0,,23.0,,,,3761.0
