,[CCT LSU SUPERMIC] Number of Jobs Submitted,[GATECH KEENELAND] Number of Jobs Submitted,[GATECH KIDS] Number of Jobs Submitted,[IU BIGRED*] Number of Jobs Submitted,[LONI QUEENBEE] Number of Jobs Submitted,[NCAR FROST] Number of Jobs Submitted,[NCSA ABE] Number of Jobs Submitted,[NCSA COBALT] Number of Jobs Submitted,[NCSA DTF] Number of Jobs Submitted,[NCSA EMBER*] Number of Jobs Submitted,[NCSA FORGE] Number of Jobs Submitted,[NCSA LINCOLN] Number of Jobs Submitted,[NICS ATHENA] Number of Jobs Submitted,[NICS DARTER] Number of Jobs Submitted,[NICS KRAKEN] Number of Jobs Submitted,[NICS NAUTILUS] Number of Jobs Submitted,[ORNL NSTG] Number of Jobs Submitted,[OSG] Number of Jobs Submitted,[PSC BIGBEN] Number of Jobs Submitted,[PSC BLACKLIGHT] Number of Jobs Submitted,[PSC BRIDGES LARGE] Number of Jobs Submitted,[PSC BRIDGES] Number of Jobs Submitted,[PSC GREENFIELD] Number of Jobs Submitted,[PSC POPLE] Number of Jobs Submitted,[PURDUE CONDOR] Number of Jobs Submitted,[PURDUE STEELE] Number of Jobs Submitted,[SDSC COMET] Number of Jobs Submitted,[SDSC DASH] Number of Jobs Submitted,[SDSC GORDON] Number of Jobs Submitted,[SDSC TRESTLES] Number of Jobs Submitted,[Stanford XSTREAM] Number of Jobs Submitted,[TACC LONESTAR4] Number of Jobs Submitted,[TACC LONESTAR] Number of Jobs Submitted,[TACC LONGHORN] Number of Jobs Submitted,[TACC MAVERICK2] Number of Jobs Submitted,[TACC RANGER] Number of Jobs Submitted,[TACC SPUR] Number of Jobs Submitted,[TACC STAMPEDE] Number of Jobs Submitted
2013-04-21,,10.0,0.0,,,,,,,,,,,,1427.0,26.0,,,,60.0,,,,,20.0,8417.0,,,625.0,624.0,,1033.0,,29.0,,0.0,,4131.0
2013-04-22,,112.0,0.0,,,,,,,,,,,,2705.0,20.0,,,,216.0,,,,,3176.0,3841.0,,,1084.0,1065.0,,896.0,,15.0,,0.0,,4626.0
2013-04-23,,28.0,0.0,,,,,,,,,,,,3376.0,53.0,,,,333.0,,,,,2060.0,3198.0,,,557.0,1428.0,,976.0,,26.0,,0.0,,2760.0
2013-04-24,,153.0,0.0,,,,,,,,,,,,3551.0,35.0,,,,327.0,,,,,9240.0,1989.0,,,774.0,1067.0,,674.0,,13.0,,0.0,,2263.0
2013-04-25,,271.0,0.0,,,,,,,,,,,,3342.0,34.0,,,,345.0,,,,,9508.0,4160.0,,,843.0,834.0,,796.0,,10.0,,0.0,,2418.0
2013-04-26,,82.0,0.0,,,,,,,,,,,,2161.0,30.0,,,,834.0,,,,,6360.0,4120.0,,,514.0,779.0,,731.0,,11.0,,0.0,,2370.0
2013-04-27,,568.0,0.0,,,,,,,,,,,,1214.0,23.0,,,,450.0,,,,,6340.0,3686.0,,,338.0,1492.0,,731.0,,46.0,,0.0,,6877.0
2013-04-28,,153.0,0.0,,,,,,,,,,,,2504.0,11.0,,,,424.0,,,,,20.0,3031.0,,,221.0,1633.0,,845.0,,70.0,,0.0,,5804.0
2013-04-29,,117.0,0.0,,,,,,,,,,,,3998.0,15.0,,,,395.0,,,,,16.0,3687.0,,,391.0,1142.0,,977.0,,104.0,,0.0,,4029.0
2013-04-30,,209.0,0.0,,,,,,,,,,,,3984.0,9.0,,,,414.0,,,,,20.0,2957.0,,,193.0,728.0,,999.0,,53.0,,0.0,,792.0
2013-05-01,,283.0,0.0,,,,,,,,,,,,3470.0,25.0,,,,237.0,,,,,3936.0,1547.0,,,466.0,625.0,,896.0,,153.0,,0.0,,1766.0
2013-05-02,,123.0,0.0,,,,,,,,,,,,8394.0,25.0,,,,23.0,,,,,20.0,2546.0,,,863.0,475.0,,613.0,,97.0,,0.0,,10234.0
2013-05-03,,134.0,0.0,,,,,,,,,,,,2948.0,45.0,,,,147.0,,,,,48.0,2324.0,,,1091.0,622.0,,865.0,,56.0,,0.0,,8303.0
2013-05-04,,104.0,0.0,,,,,,,,,,,,2468.0,12.0,,,,164.0,,,,,9528.0,2780.0,,,773.0,727.0,,412.0,,93.0,,0.0,,4292.0
2013-05-05,,128.0,0.0,,,,,,,,,,,,2721.0,23.0,,,,125.0,,,,,20.0,1886.0,,,766.0,467.0,,397.0,,63.0,,0.0,,6120.0
2013-05-06,,151.0,0.0,,,,,,,,,,,,12685.0,58.0,,,,174.0,,,,,6340.0,2083.0,,,992.0,450.0,,458.0,,66.0,,0.0,,5589.0
2013-05-07,,165.0,0.0,,,,,,,,,,,,9968.0,46.0,,,,89.0,,,,,2945.0,1531.0,,,686.0,1904.0,,427.0,,63.0,,0.0,,1245.0
2013-05-08,,42.0,0.0,,,,,,,,,,,,2760.0,71.0,,,,154.0,,,,,0.0,619.0,,,424.0,789.0,,816.0,,80.0,,0.0,,5195.0
2013-05-09,,197.0,0.0,,,,,,,,,,,,2315.0,43.0,,,,135.0,,,,,32.0,2080.0,,,1260.0,673.0,,935.0,,66.0,,0.0,,5404.0
2013-05-10,,113.0,0.0,,,,,,,,,,,,1630.0,43.0,,,,45.0,,,,,6477.0,2420.0,,,1729.0,642.0,,1133.0,,65.0,,0.0,,1305.0
2013-05-11,,105.0,0.0,,,,,,,,,,,,2235.0,24.0,,,,46.0,,,,,1301.0,3839.0,,,1186.0,298.0,,762.0,,99.0,,0.0,,6017.0
2013-05-12,,75.0,0.0,,,,,,,,,,,,3297.0,37.0,,,,82.0,,,,,12.0,4191.0,,,2076.0,262.0,,397.0,,102.0,,0.0,,5608.0
2013-05-13,,11.0,0.0,,,,,,,,,,,,1704.0,88.0,,,,143.0,,,,,14.0,3433.0,,,2879.0,866.0,,521.0,,63.0,,0.0,,6371.0
2013-05-14,,82.0,0.0,,,,,,,,,,,,3105.0,95.0,,,,166.0,,,,,4.0,1567.0,,,1366.0,861.0,,451.0,,62.0,,0.0,,1241.0
2013-05-15,,161.0,0.0,,,,,,,,,,,,7998.0,52.0,,,,70.0,,,,,16.0,2031.0,,,1859.0,1502.0,,730.0,,63.0,,0.0,,5834.0
2013-05-16,,94.0,0.0,,,,,,,,,,,,5786.0,52.0,,,,145.0,,,,,20.0,809.0,,,1365.0,2955.0,,845.0,,63.0,,0.0,,6291.0
2013-05-17,,90.0,0.0,,,,,,,,,,,,2394.0,25.0,,,,72.0,,,,,36.0,2720.0,,,949.0,696.0,,597.0,,24.0,,0.0,,4882.0
2013-05-18,,113.0,0.0,,,,,,,,,,,,2916.0,39.0,,,,23.0,,,,,20.0,2118.0,,,490.0,119.0,,349.0,,4.0,,0.0,,2017.0
2013-05-19,,185.0,0.0,,,,,,,,,,,,3985.0,7.0,,,,28.0,,,,,28.0,1061.0,,,692.0,189.0,,498.0,,0.0,,0.0,,5397.0
2013-05-20,,106.0,0.0,,,,,,,,,,,,4075.0,34.0,,,,116.0,,,,,24.0,1603.0,,,1912.0,859.0,,795.0,,1.0,,0.0,,6788.0
2013-05-21,,60.0,0.0,,,,,,,,,,,,6529.0,85.0,,,,120.0,,,,,20.0,946.0,,,1590.0,454.0,,614.0,,2.0,,0.0,,4274.0
2013-05-22,,27.0,0.0,,,,,,,,,,,,4858.0,67.0,,,,86.0,,,,,24.0,2694.0,,,2156.0,802.0,,515.0,,2.0,,0.0,,6009.0
2013-05-23,,125.0,0.0,,,,,,,,,,,,4149.0,24.0,,,,9.0,,,,,24.0,18637.0,,,3236.0,636.0,,619.0,,3.0,,0.0,,9576.0
2013-05-24,,170.0,0.0,,,,,,,,,,,,3359.0,16.0,,,,29.0,,,,,30.0,1796.0,,,2254.0,430.0,,616.0,,7.0,,0.0,,6932.0
2013-05-25,,98.0,0.0,,,,,,,,,,,,1843.0,8.0,,,,18.0,,,,,24.0,88.0,,,1497.0,253.0,,367.0,,0.0,,0.0,,2034.0
2013-05-26,,110.0,0.0,,,,,,,,,,,,3208.0,16.0,,,,23.0,,,,,24.0,818.0,,,841.0,446.0,,935.0,,0.0,,0.0,,2414.0
2013-05-27,,41.0,0.0,,,,,,,,,,,,4003.0,19.0,,,,63.0,,,,,28.0,229.0,,,942.0,587.0,,452.0,,2.0,,0.0,,4539.0
2013-05-28,,1.0,0.0,,,,,,,,,,,,2778.0,64.0,,,,60.0,,,,,34.0,981.0,,,2069.0,724.0,,477.0,,18.0,,0.0,,6849.0
2013-05-29,,41.0,0.0,,,,,,,,,,,,5299.0,53.0,,,,75.0,,,,,4060.0,3080.0,,,2357.0,818.0,,604.0,,9.0,,0.0,,8250.0
2013-05-30,,103.0,0.0,,,,,,,,,,,,4929.0,43.0,,,,150.0,,,,,4000.0,2623.0,,,2477.0,1253.0,,628.0,,2.0,,0.0,,6295.0
2013-05-31,,105.0,0.0,,,,,,,,,,,,2962.0,59.0,,,,181.0,,,,,20.0,4073.0,,,811.0,999.0,,506.0,,6.0,,0.0,,2686.0
2013-06-01,,64.0,0.0,,,,,,,,,,,,2898.0,31.0,,,,107.0,,,,,24.0,2205.0,,,507.0,792.0,,526.0,,20.0,,0.0,,0.0
2013-06-02,,29.0,0.0,,,,,,,,,,,,4158.0,20.0,,,,2.0,,,,,24.0,2188.0,,,472.0,446.0,,372.0,,19.0,,0.0,,203.0
2013-06-03,,417.0,0.0,,,,,,,,,,,,4483.0,19.0,,,,52.0,,,,,35.0,2689.0,,,1192.0,2053.0,,728.0,,23.0,,0.0,,3468.0
2013-06-04,,242.0,0.0,,,,,,,,,,,,4639.0,45.0,,,,118.0,,,,,5942.0,1614.0,,,1385.0,684.0,,598.0,,19.0,,0.0,,5800.0
2013-06-05,,539.0,0.0,,,,,,,,,,,,4377.0,44.0,,,,71.0,,,,,7802.0,2368.0,,,1465.0,1578.0,,709.0,,26.0,,0.0,,5306.0
2013-06-06,,298.0,0.0,,,,,,,,,,,,4432.0,53.0,,,,115.0,,,,,9346.0,3331.0,,,1136.0,1635.0,,834.0,,32.0,,0.0,,5927.0
2013-06-07,,377.0,0.0,,,,,,,,,,,,2683.0,58.0,,,,77.0,,,,,8082.0,1222.0,,,2464.0,584.0,,885.0,,253.0,,0.0,,4459.0
2013-06-08,,219.0,0.0,,,,,,,,,,,,1022.0,30.0,,,,44.0,,,,,20.0,1887.0,,,5724.0,493.0,,678.0,,248.0,,0.0,,4363.0
2013-06-09,,120.0,0.0,,,,,,,,,,,,1312.0,93.0,,,,31.0,,,,,28.0,2837.0,,,5111.0,373.0,,985.0,,164.0,,0.0,,3729.0
2013-06-10,,0.0,0.0,,,,,,,,,,,,3814.0,34.0,,,,202.0,,,,,20.0,2602.0,,,1473.0,821.0,,736.0,,247.0,,0.0,,4996.0
2013-06-11,,0.0,0.0,,,,,,,,,,,,3118.0,35.0,,,,128.0,,,,,1710.0,817.0,,,1426.0,1156.0,,123.0,,190.0,,0.0,,5167.0
2013-06-12,,0.0,0.0,,,,,,,,,,,,4253.0,70.0,,,,149.0,,,,,56.0,6280.0,,,1722.0,1006.0,,404.0,,70.0,,0.0,,5104.0
2013-06-13,,2.0,0.0,,,,,,,,,,,,1770.0,46.0,,,,65.0,,,,,20.0,2885.0,,,3225.0,921.0,,473.0,,6.0,,0.0,,6828.0
2013-06-14,,437.0,0.0,,,,,,,,,,,,4180.0,34.0,,,,93.0,,,,,177.0,1477.0,,,2543.0,1149.0,,575.0,,1.0,,0.0,,10421.0
2013-06-15,,337.0,0.0,,,,,,,,,,,,1916.0,20.0,,,,69.0,,,,,35.0,2117.0,,,2149.0,1054.0,,228.0,,1.0,,0.0,,8466.0
2013-06-16,,225.0,0.0,,,,,,,,,,,,1815.0,14.0,,,,59.0,,,,,2312.0,3147.0,,,1442.0,734.0,,201.0,,0.0,,0.0,,6659.0
2013-06-17,,206.0,0.0,,,,,,,,,,,,1985.0,16.0,,,,382.0,,,,,6023.0,1770.0,,,939.0,891.0,,693.0,,16.0,,0.0,,4155.0
2013-06-18,,202.0,0.0,,,,,,,,,,,,3898.0,54.0,,,,315.0,,,,,3181.0,2579.0,,,819.0,1060.0,,1169.0,,8.0,,0.0,,4153.0
2013-06-19,,279.0,0.0,,,,,,,,,,,,3990.0,58.0,,,,77.0,,,,,20.0,3461.0,,,870.0,1230.0,,1335.0,,45.0,,0.0,,5575.0
2013-06-20,,827.0,0.0,,,,,,,,,,,,2905.0,33.0,,,,108.0,,,,,115.0,4446.0,,,694.0,1592.0,,938.0,,1.0,,0.0,,4868.0
2013-06-21,,260.0,0.0,,,,,,,,,,,,4061.0,44.0,,,,71.0,,,,,4674.0,3173.0,,,898.0,594.0,,677.0,,8.0,,0.0,,3207.0
2013-06-22,,74.0,0.0,,,,,,,,,,,,2768.0,1.0,,,,65.0,,,,,101.0,1379.0,,,678.0,727.0,,392.0,,10.0,,0.0,,4883.0
2013-06-23,,95.0,0.0,,,,,,,,,,,,2428.0,7.0,,,,56.0,,,,,24.0,1408.0,,,2111.0,597.0,,572.0,,1.0,,0.0,,4490.0
2013-06-24,,90.0,0.0,,,,,,,,,,,,3953.0,55.0,,,,149.0,,,,,24.0,2762.0,,,1151.0,704.0,,1384.0,,27.0,,0.0,,4102.0
2013-06-25,,194.0,170.0,,,,,,,,,,,,4684.0,48.0,,,,167.0,,,,,8.0,1296.0,,,1135.0,1003.0,,900.0,,21.0,,0.0,,211.0
2013-06-26,,423.0,0.0,,,,,,,,,,,,6553.0,19.0,,,,81.0,,,,,1824.0,880.0,,,645.0,1301.0,,1308.0,,0.0,,0.0,,3822.0
2013-06-27,,245.0,0.0,,,,,,,,,,,,2133.0,33.0,,,,76.0,,,,,20.0,1417.0,,,723.0,779.0,,820.0,,8.0,,0.0,,6712.0
2013-06-28,,415.0,4.0,,,,,,,,,,,,5728.0,35.0,,,,275.0,,,,,28.0,1020.0,,,873.0,696.0,,361.0,,10.0,,0.0,,4374.0
2013-06-29,,120.0,0.0,,,,,,,,,,,,3105.0,8.0,,,,0.0,,,,,20.0,1874.0,,,604.0,298.0,,131.0,,38.0,,0.0,,6451.0
2013-06-30,,95.0,0.0,,,,,,,,,,,,2702.0,15.0,,,,0.0,,,,,24.0,1305.0,,,1579.0,483.0,,360.0,,56.0,,0.0,,7614.0
2013-07-01,,145.0,2.0,,,,,,,,,,,,5714.0,43.0,,,,143.0,,,,,24.0,1195.0,,,1264.0,998.0,,454.0,,15.0,,0.0,,6624.0
2013-07-02,,66.0,5.0,,,,,,,,,,,,5623.0,44.0,,,,115.0,,,,,28.0,1838.0,,,448.0,864.0,,433.0,,7.0,,0.0,,3903.0
2013-07-03,,25.0,37.0,,,,,,,,,,,,4962.0,47.0,,,,585.0,,,,,16.0,1152.0,,,992.0,1089.0,,607.0,,15.0,,0.0,,3216.0
2013-07-04,,27.0,5.0,,,,,,,,,,,,3749.0,17.0,,,,67.0,,,,,0.0,3440.0,,,517.0,585.0,,671.0,,3.0,,0.0,,2678.0
2013-07-05,,91.0,0.0,,,,,,,,,,,,4280.0,41.0,,,,16.0,,,,,16.0,2456.0,,,698.0,561.0,,534.0,,291.0,,0.0,,4136.0
2013-07-06,,18.0,0.0,,,,,,,,,,,,1971.0,38.0,,,,14.0,,,,,4.0,2333.0,,,717.0,337.0,,1140.0,,3.0,,0.0,,4372.0
2013-07-07,,62.0,12.0,,,,,,,,,,,,2316.0,15.0,,,,88.0,,,,,20.0,2730.0,,,270.0,182.0,,1394.0,,5.0,,0.0,,4448.0
2013-07-08,,114.0,0.0,,,,,,,,,,,,3634.0,59.0,,,,50.0,,,,,28.0,2173.0,,,603.0,508.0,,775.0,,67.0,,0.0,,4854.0
2013-07-09,,39.0,91.0,,,,,,,,,,,,2590.0,23.0,,,,30.0,,,,,20.0,1925.0,,,718.0,710.0,,297.0,,56.0,,0.0,,3957.0
2013-07-10,,112.0,23.0,,,,,,,,,,,,2324.0,23.0,,,,10.0,,,,,28.0,2708.0,,,493.0,861.0,,255.0,,87.0,,0.0,,3317.0
2013-07-11,,86.0,31.0,,,,,,,,,,,,3413.0,38.0,,,,225.0,,,,,20.0,2000.0,,,326.0,1057.0,,325.0,,18.0,,0.0,,2843.0
2013-07-12,,122.0,23.0,,,,,,,,,,,,4374.0,26.0,,,,64.0,,,,,483.0,3244.0,,,173.0,743.0,,298.0,,3.0,,0.0,,3278.0
2013-07-13,,30.0,0.0,,,,,,,,,,,,3206.0,21.0,,,,34.0,,,,,4.0,1741.0,,,222.0,221.0,,308.0,,1.0,,0.0,,4262.0
2013-07-14,,41.0,0.0,,,,,,,,,,,,3151.0,25.0,,,,61.0,,,,,4.0,1208.0,,,533.0,441.0,,549.0,,4.0,,0.0,,3272.0
2013-07-15,,19.0,10.0,,,,,,,,,,,,3654.0,25.0,,,,110.0,,,,,24.0,1602.0,,,679.0,1334.0,,314.0,,43.0,,0.0,,4697.0
2013-07-16,,42.0,17.0,,,,,,,,,,,,2412.0,50.0,,,,137.0,,,,,24.0,756.0,,,553.0,1550.0,,235.0,,11.0,,0.0,,5753.0
2013-07-17,,136.0,29.0,,,,,,,,,,,,2932.0,52.0,,,,183.0,,,,,21.0,1128.0,,,351.0,1470.0,,273.0,,53.0,,0.0,,8628.0
2013-07-18,,587.0,4.0,,,,,,,,,,,,2781.0,29.0,,,,22.0,,,,,136.0,1956.0,,,391.0,894.0,,395.0,,37.0,,0.0,,6532.0
2013-07-19,,345.0,0.0,,,,,,,,,,,,2692.0,29.0,,,,18.0,,,,,24.0,3879.0,,,479.0,814.0,,379.0,,8.0,,0.0,,7611.0
2013-07-20,,0.0,15.0,,,,,,,,,,,,1193.0,23.0,,,,4.0,,,,,4371.0,7144.0,,,290.0,716.0,,529.0,,10.0,,0.0,,7467.0
2013-07-21,,68.0,0.0,,,,,,,,,,,,2436.0,22.0,,,,13.0,,,,,1776.0,1328.0,,,176.0,1079.0,,426.0,,2.0,,0.0,,7036.0
2013-07-22,,127.0,0.0,,,,,,,,,,,,2485.0,66.0,,,,100.0,,,,,1500.0,4211.0,,,503.0,1444.0,,529.0,,10.0,,0.0,,7992.0
2013-07-23,,0.0,8.0,,,,,,,,,,,,1328.0,94.0,,,,59.0,,,,,30.0,1430.0,,,189.0,569.0,,377.0,,29.0,,0.0,,1052.0
2013-07-24,,0.0,0.0,,,,,,,,,,,,1725.0,16.0,,,,91.0,,,,,24.0,1141.0,,,295.0,661.0,,525.0,,44.0,,0.0,,3302.0
2013-07-25,,7.0,8.0,,,,,,,,,,,,1042.0,44.0,,,,16.0,,,,,24.0,2733.0,,,356.0,663.0,,462.0,,24.0,,0.0,,6807.0
2013-07-26,,47.0,25.0,,,,,,,,,,,,1271.0,57.0,,,,119.0,,,,,28.0,2337.0,,,472.0,369.0,,293.0,,24.0,,0.0,,8322.0
2013-07-27,,95.0,0.0,,,,,,,,,,,,1813.0,14.0,,,,58.0,,,,,16.0,4234.0,,,552.0,838.0,,259.0,,22.0,,0.0,,6677.0
2013-07-28,,93.0,0.0,,,,,,,,,,,,2278.0,21.0,,,,94.0,,,,,20.0,4459.0,,,950.0,282.0,,398.0,,12.0,,0.0,,6100.0
2013-07-29,,96.0,0.0,,,,,,,,,,,,2604.0,25.0,,,,115.0,,,,,24.0,5278.0,,,1297.0,843.0,,413.0,,34.0,,0.0,,14990.0
2013-07-30,,1.0,0.0,,,,,,,,,,,,2448.0,2.0,,,,86.0,,,,,29.0,3282.0,,,580.0,3757.0,,326.0,,22.0,,0.0,,7773.0
2013-07-31,,7.0,0.0,,,,,,,,,,,,2682.0,18.0,,,,114.0,,,,,77.0,5054.0,,,1245.0,844.0,,216.0,,21.0,,0.0,,27938.0
2013-08-01,,55.0,0.0,,,,,,,,,,,,1453.0,58.0,,,,127.0,,,,,0.0,1609.0,,,1759.0,1251.0,,167.0,,11.0,,,,17566.0
2013-08-02,,177.0,0.0,,,,,,,,,,,,1589.0,14.0,,,,402.0,,,,,0.0,793.0,,,1398.0,549.0,,270.0,,12.0,,,,14653.0
2013-08-03,,145.0,0.0,,,,,,,,,,,,1332.0,8.0,,,,59.0,,,,,0.0,0.0,,,1147.0,355.0,,260.0,,11.0,,,,15752.0
2013-08-04,,119.0,0.0,,,,,,,,,,,,1145.0,11.0,,,,93.0,,,,,0.0,3.0,,,475.0,370.0,,181.0,,3.0,,,,13580.0
2013-08-05,,670.0,0.0,,,,,,,,,,,,1815.0,20.0,,,,197.0,,,,,0.0,88.0,,,1049.0,724.0,,334.0,,0.0,,,,7720.0
2013-08-06,,235.0,0.0,,,,,,,,,,,,1886.0,11.0,,,,214.0,,,,,0.0,1.0,,,1004.0,1272.0,,421.0,,18.0,,,,1184.0
2013-08-07,,172.0,0.0,,,,,,,,,,,,2403.0,15.0,,,,82.0,,,,,0.0,1.0,,,1271.0,2289.0,,452.0,,130.0,,,,4179.0
2013-08-08,,54.0,0.0,,,,,,,,,,,,263.0,25.0,,,,152.0,,,,,0.0,12.0,,,752.0,1145.0,,418.0,,347.0,,,,2983.0
2013-08-09,,55.0,0.0,,,,,,,,,,,,1471.0,22.0,,,,282.0,,,,,0.0,7.0,,,1235.0,889.0,,508.0,,82.0,,,,3396.0
2013-08-10,,45.0,0.0,,,,,,,,,,,,2269.0,13.0,,,,294.0,,,,,0.0,0.0,,,906.0,191.0,,281.0,,159.0,,,,2441.0
2013-08-11,,47.0,0.0,,,,,,,,,,,,3065.0,0.0,,,,212.0,,,,,0.0,0.0,,,521.0,231.0,,247.0,,237.0,,,,3588.0
2013-08-12,,441.0,1.0,,,,,,,,,,,,2187.0,37.0,,,,92.0,,,,,0.0,0.0,,,813.0,1204.0,,387.0,,462.0,,,,4499.0
2013-08-13,,276.0,515.0,,,,,,,,,,,,1696.0,20.0,,,,132.0,,,,,0.0,0.0,,,430.0,1579.0,,69.0,,34.0,,,,973.0
2013-08-14,,102.0,146.0,,,,,,,,,,,,1461.0,19.0,,,,83.0,,,,,0.0,0.0,,,310.0,981.0,,272.0,,254.0,,,,11729.0
2013-08-15,,59.0,7.0,,,,,,,,,,,,2227.0,13.0,,,,68.0,,,,,0.0,0.0,,,429.0,1288.0,,414.0,,131.0,,,,14211.0
2013-08-16,,101.0,2.0,,,,,,,,,,,,2682.0,17.0,,,,61.0,,,,,0.0,0.0,,,522.0,1627.0,,650.0,,110.0,,,,11408.0
2013-08-17,,187.0,0.0,,,,,,,,,,,,2231.0,3.0,,,,0.0,,,,,0.0,0.0,,,412.0,2201.0,,396.0,,128.0,,,,17720.0
2013-08-18,,342.0,0.0,,,,,,,,,,,,2770.0,8.0,,,,3.0,,,,,0.0,0.0,,,654.0,581.0,,556.0,,308.0,,,,22635.0
2013-08-19,,273.0,14.0,,,,,,,,,,,,3906.0,33.0,,,,551.0,,,,,0.0,49.0,,,51.0,1477.0,,708.0,,260.0,,,,18471.0
2013-08-20,,63.0,12.0,,,,,,,,,,,,5182.0,27.0,,,,268.0,,,,,0.0,0.0,,,1.0,1212.0,,542.0,,14.0,,,,19489.0
2013-08-21,,169.0,22.0,,,,,,,,,,,,7568.0,28.0,,,,356.0,,,,,0.0,0.0,,,170.0,706.0,,827.0,,249.0,,,,13112.0
2013-08-22,,223.0,11.0,,,,,,,,,,,,1834.0,29.0,,,,452.0,,,,,0.0,0.0,,,1185.0,954.0,,850.0,,16.0,,,,2415.0
2013-08-23,,159.0,18.0,,,,,,,,,,,,4064.0,42.0,,,,169.0,,,,,0.0,0.0,,,323.0,772.0,,441.0,,176.0,,,,7911.0
2013-08-24,,28.0,1.0,,,,,,,,,,,,2653.0,14.0,,,,456.0,,,,,0.0,0.0,,,493.0,327.0,,415.0,,273.0,,,,9194.0
2013-08-25,,78.0,0.0,,,,,,,,,,,,1806.0,32.0,,,,55.0,,,,,0.0,0.0,,,407.0,525.0,,476.0,,306.0,,,,9392.0
2013-08-26,,234.0,9.0,,,,,,,,,,,,2422.0,24.0,,,,0.0,,,,,0.0,0.0,,,898.0,915.0,,591.0,,26.0,,,,8966.0
2013-08-27,,258.0,5.0,,,,,,,,,,,,3338.0,24.0,,,,76.0,,,,,0.0,0.0,,,871.0,787.0,,461.0,,211.0,,,,5404.0
2013-08-28,,375.0,8.0,,,,,,,,,,,,2928.0,57.0,,,,121.0,,,,,0.0,0.0,,,3180.0,702.0,,404.0,,125.0,,,,4475.0
2013-08-29,,294.0,1.0,,,,,,,,,,,,2027.0,91.0,,,,217.0,,,,,0.0,0.0,,,1182.0,585.0,,401.0,,35.0,,,,3124.0
2013-08-30,,316.0,0.0,,,,,,,,,,,,3214.0,134.0,,,,107.0,,,,,0.0,0.0,,,1319.0,867.0,,418.0,,181.0,,,,3082.0
2013-08-31,,105.0,0.0,,,,,,,,,,,,586.0,84.0,,,,0.0,,,,,0.0,0.0,,,415.0,242.0,,689.0,,18.0,,,,2735.0
2013-09-01,,193.0,0.0,,,,,,,,,,,,898.0,235.0,,,,0.0,,,,,0.0,0.0,,,1014.0,251.0,,379.0,,114.0,,,,3212.0
2013-09-02,,27.0,0.0,,,,,,,,,,,,2377.0,116.0,,,,41.0,,,,,0.0,0.0,,,1007.0,448.0,,449.0,,3.0,,,,3765.0
2013-09-03,,101.0,6.0,,,,,,,,,,,,2637.0,70.0,,,,90.0,,,,,0.0,0.0,,,726.0,2270.0,,688.0,,26.0,,,,4947.0
2013-09-04,,117.0,21.0,,,,,,,,,,,,1480.0,12.0,,,,121.0,,,,,0.0,0.0,,,686.0,750.0,,928.0,,22.0,,,,4276.0
2013-09-05,,421.0,0.0,,,,,,,,,,,,1995.0,135.0,,,,181.0,,,,,0.0,0.0,,,124.0,221.0,,5262.0,,2.0,,,,3526.0
2013-09-06,,127.0,0.0,,,,,,,,,,,,2245.0,96.0,,,,376.0,,,,,0.0,0.0,,,609.0,457.0,,2527.0,,13.0,,,,2841.0
2013-09-07,,84.0,0.0,,,,,,,,,,,,2349.0,90.0,,,,53.0,,,,,0.0,0.0,,,426.0,400.0,,1240.0,,11.0,,,,1795.0
2013-09-08,,98.0,0.0,,,,,,,,,,,,2239.0,14.0,,,,67.0,,,,,0.0,0.0,,,400.0,686.0,,1266.0,,0.0,,,,3621.0
2013-09-09,,73.0,0.0,,,,,,,,,,,,2511.0,22.0,,,,121.0,,,,,0.0,0.0,,,907.0,554.0,,2286.0,,13.0,,,,4080.0
2013-09-10,,78.0,23.0,,,,,,,,,,,,2181.0,6.0,,,,65.0,,,,,0.0,0.0,,,505.0,999.0,,1689.0,,20.0,,,,600.0
2013-09-11,,171.0,14.0,,,,,,,,,,,,1788.0,16.0,,,,93.0,,,,,0.0,0.0,,,630.0,1209.0,,1730.0,,66.0,,,,1611.0
2013-09-12,,232.0,6.0,,,,,,,,,,,,2386.0,62.0,,,,99.0,,,,,0.0,0.0,,,371.0,1268.0,,2389.0,,172.0,,,,2912.0
2013-09-13,,177.0,10.0,,,,,,,,,,,,2387.0,41.0,,,,100.0,,,,,0.0,0.0,,,626.0,1158.0,,2375.0,,142.0,,,,3231.0
2013-09-14,,131.0,0.0,,,,,,,,,,,,3354.0,27.0,,,,120.0,,,,,0.0,0.0,,,219.0,1113.0,,927.0,,414.0,,,,3305.0
2013-09-15,,20.0,0.0,,,,,,,,,,,,3018.0,11.0,,,,32.0,,,,,0.0,0.0,,,280.0,616.0,,7213.0,,271.0,,,,3603.0
2013-09-16,,168.0,12.0,,,,,,,,,,,,6311.0,5.0,,,,75.0,,,,,0.0,0.0,,,320.0,535.0,,603.0,,63.0,,,,5589.0
2013-09-17,,278.0,6.0,,,,,,,,,,,,2721.0,12.0,,,,68.0,,,,,0.0,0.0,,,443.0,547.0,,401.0,,14.0,,,,3816.0
2013-09-18,,136.0,18.0,,,,,,,,,,,,1617.0,18.0,,,,69.0,,,,,0.0,0.0,,,528.0,890.0,,396.0,,35.0,,,,4521.0
